Year,Year Code,ICD Sub-Chapter,ICD Sub-Chapter Code,HHS Region,HHS Region Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2005.0,2005.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Male,M,20.0,419268.0,4.8
2005.0,2005.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Female,F,27.0,423068.0,6.4
2005.0,2005.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,38.0,280970.0,13.5
2005.0,2005.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Female,F,86.0,200364.0,42.9
2005.0,2005.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Male,M,30.0,83492.0,35.9
2005.0,2005.0,General symptoms and signs,R50-R68,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,12.0,1081288.0,Unreliable
2005.0,2005.0,General symptoms and signs,R50-R68,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Male,M,17.0,419268.0,Unreliable
2005.0,2005.0,General symptoms and signs,R50-R68,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Female,F,64.0,423068.0,15.1
2005.0,2005.0,General symptoms and signs,R50-R68,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,35.0,280970.0,12.5
2005.0,2005.0,General symptoms and signs,R50-R68,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Female,F,279.0,200364.0,139.2
2005.0,2005.0,General symptoms and signs,R50-R68,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Male,M,72.0,83492.0,86.2
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,< 1 year,1,Female,F,43.0,79264.0,54.2
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,< 1 year,1,Male,M,56.0,82647.0,67.8
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Male,M,18.0,994877.0,Unreliable
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Male,M,29.0,855891.0,3.4
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Female,F,25.0,1124163.0,2.2
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,51.0,1081288.0,4.7
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Female,F,23.0,1113840.0,2.1
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Male,M,49.0,1064486.0,4.6
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Female,F,15.0,806721.0,Unreliable
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Male,M,21.0,754210.0,2.8
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Male,M,14.0,419268.0,Unreliable
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,10.0,280970.0,Unreliable
2005.0,2005.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Female,F,24.0,200364.0,12
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,5-14 years,14-May,Female,F,16.0,901060.0,Unreliable
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,5-14 years,14-May,Male,M,20.0,946656.0,2.1
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Female,F,88.0,962939.0,9.1
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Male,M,271.0,994877.0,27.2
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Female,F,42.0,876751.0,4.8
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Male,M,156.0,855891.0,18.2
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Female,F,49.0,1124163.0,4.4
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,122.0,1081288.0,11.3
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Female,F,48.0,1113840.0,4.3
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Male,M,152.0,1064486.0,14.3
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Female,F,50.0,806721.0,6.2
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Male,M,93.0,754210.0,12.3
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Female,F,30.0,496810.0,6
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Male,M,69.0,419268.0,16.5
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Female,F,40.0,423068.0,9.5
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,54.0,280970.0,19.2
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Female,F,28.0,200364.0,14
2005.0,2005.0,Transport accidents,V01-V99,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Male,M,33.0,83492.0,39.5
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,1-4 years,4-Jan,Male,M,14.0,341503.0,Unreliable
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,5-14 years,14-May,Female,F,14.0,901060.0,Unreliable
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,5-14 years,14-May,Male,M,20.0,946656.0,2.1
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Female,F,55.0,962939.0,5.7
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Male,M,179.0,994877.0,18
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Female,F,77.0,876751.0,8.8
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Male,M,224.0,855891.0,26.2
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Female,F,150.0,1124163.0,13.3
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,371.0,1081288.0,34.3
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Female,F,128.0,1113840.0,11.5
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Male,M,356.0,1064486.0,33.4
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Female,F,67.0,806721.0,8.3
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Male,M,149.0,754210.0,19.8
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Female,F,87.0,496810.0,17.5
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Male,M,113.0,419268.0,27
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Female,F,259.0,423068.0,61.2
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,255.0,280970.0,90.8
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Female,F,474.0,200364.0,236.6
2005.0,2005.0,Other external causes of accidental injury,W00-X59,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Male,M,257.0,83492.0,307.8
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Female,F,29.0,962939.0,3
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Male,M,103.0,994877.0,10.4
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Female,F,32.0,876751.0,3.6
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Male,M,150.0,855891.0,17.5
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Female,F,57.0,1124163.0,5.1
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,221.0,1081288.0,20.4
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Female,F,76.0,1113840.0,6.8
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Male,M,201.0,1064486.0,18.9
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Female,F,42.0,806721.0,5.2
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Male,M,131.0,754210.0,17.4
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Female,F,17.0,496810.0,Unreliable
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Male,M,73.0,419268.0,17.4
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Female,F,19.0,423068.0,Unreliable
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,59.0,280970.0,21
2005.0,2005.0,Intentional self-harm,X60-X84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Male,M,34.0,83492.0,40.7
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Female,F,13.0,962939.0,Unreliable
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Male,M,120.0,994877.0,12.1
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Female,F,16.0,876751.0,Unreliable
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Male,M,78.0,855891.0,9.1
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Female,F,21.0,1124163.0,1.9
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,36.0,1081288.0,3.3
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Male,M,26.0,1064486.0,2.4
2005.0,2005.0,Assault,X85-Y09,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Male,M,10.0,754210.0,Unreliable
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,15-24 years,15-24,Male,M,14.0,994877.0,Unreliable
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Female,F,15.0,876751.0,Unreliable
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,25-34 years,25-34,Male,M,23.0,855891.0,2.7
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Female,F,32.0,1124163.0,2.8
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,50.0,1081288.0,4.6
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Female,F,46.0,1113840.0,4.1
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,45-54 years,45-54,Male,M,47.0,1064486.0,4.4
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Female,F,12.0,806721.0,Unreliable
2005.0,2005.0,Event of undetermined intent,Y10-Y34,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,55-64 years,55-64,Male,M,12.0,754210.0,Unreliable
2005.0,2005.0,Complications of medical and surgical care,Y40-Y84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Female,F,10.0,496810.0,Unreliable
2005.0,2005.0,Complications of medical and surgical care,Y40-Y84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,65-74 years,65-74,Male,M,12.0,419268.0,Unreliable
2005.0,2005.0,Complications of medical and surgical care,Y40-Y84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Female,F,19.0,423068.0,Unreliable
2005.0,2005.0,Complications of medical and surgical care,Y40-Y84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,16.0,280970.0,Unreliable
2005.0,2005.0,Complications of medical and surgical care,Y40-Y84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Female,F,12.0,200364.0,Unreliable
2005.0,2005.0,Complications of medical and surgical care,Y40-Y84,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,85+ years,85+,Male,M,13.0,83492.0,Unreliable
2005.0,2005.0,Sequelae of external causes of morbidity and mortality,Y85-Y89,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,35-44 years,35-44,Male,M,11.0,1081288.0,Unreliable
2005.0,2005.0,Sequelae of external causes of morbidity and mortality,Y85-Y89,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,75-84 years,75-84,Male,M,10.0,280970.0,Unreliable
2005.0,2005.0,Intestinal infectious diseases,A00-A09,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Male,M,16.0,1380120.0,Unreliable
2005.0,2005.0,Intestinal infectious diseases,A00-A09,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Female,F,52.0,999264.0,5.2
2005.0,2005.0,Intestinal infectious diseases,A00-A09,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Male,M,27.0,807424.0,3.3
2005.0,2005.0,Intestinal infectious diseases,A00-A09,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Female,F,135.0,796097.0,17
2005.0,2005.0,Intestinal infectious diseases,A00-A09,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Male,M,81.0,517407.0,15.7
2005.0,2005.0,Intestinal infectious diseases,A00-A09,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Female,F,188.0,347218.0,54.1
2005.0,2005.0,Intestinal infectious diseases,A00-A09,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Male,M,76.0,147371.0,51.6
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,< 1 year,1,Female,F,12.0,168967.0,Unreliable
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,< 1 year,1,Male,M,20.0,177311.0,11.3
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,15-24 years,15-24,Male,M,11.0,1932108.0,Unreliable
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,25-34 years,25-34,Female,F,14.0,1869942.0,Unreliable
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,25-34 years,25-34,Male,M,22.0,1822201.0,1.2
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,35-44 years,35-44,Female,F,44.0,2183261.0,2
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,35-44 years,35-44,Male,M,36.0,2102134.0,1.7
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,45-54 years,45-54,Female,F,93.0,2082563.0,4.5
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,45-54 years,45-54,Male,M,114.0,1965412.0,5.8
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Female,F,200.0,1551521.0,12.9
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Male,M,222.0,1380120.0,16.1
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Female,F,335.0,999264.0,33.5
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Male,M,349.0,807424.0,43.2
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Female,F,755.0,796097.0,94.8
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Male,M,658.0,517407.0,127.2
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Female,F,979.0,347218.0,282
2005.0,2005.0,Other bacterial diseases,A30-A49,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Male,M,466.0,147371.0,316.2
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,35-44 years,35-44,Male,M,39.0,2102134.0,1.9
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,45-54 years,45-54,Female,F,51.0,2082563.0,2.4
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,45-54 years,45-54,Male,M,160.0,1965412.0,8.1
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Female,F,54.0,1551521.0,3.5
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Male,M,107.0,1380120.0,7.8
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Female,F,43.0,999264.0,4.3
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Male,M,51.0,807424.0,6.3
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Female,F,41.0,796097.0,5.2
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Male,M,27.0,517407.0,5.2
2005.0,2005.0,Viral hepatitis,B15-B19,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Female,F,14.0,347218.0,Unreliable
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,15-24 years,15-24,Female,F,12.0,1846160.0,Unreliable
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,15-24 years,15-24,Male,M,16.0,1932108.0,Unreliable
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,25-34 years,25-34,Female,F,59.0,1869942.0,3.2
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,25-34 years,25-34,Male,M,88.0,1822201.0,4.8
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,35-44 years,35-44,Female,F,265.0,2183261.0,12.1
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,35-44 years,35-44,Male,M,407.0,2102134.0,19.4
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,45-54 years,45-54,Female,F,274.0,2082563.0,13.2
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,45-54 years,45-54,Male,M,654.0,1965412.0,33.3
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Female,F,81.0,1551521.0,5.2
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Male,M,289.0,1380120.0,20.9
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Female,F,24.0,999264.0,2.4
2005.0,2005.0,Human immunodeficiency virus [HIV] disease,B20-B24,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Male,M,62.0,807424.0,7.7
2005.0,2005.0,Mycoses,B35-B49,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Female,F,10.0,999264.0,Unreliable
2005.0,2005.0,Mycoses,B35-B49,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Male,M,11.0,807424.0,Unreliable
2005.0,2005.0,Mycoses,B35-B49,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Female,F,15.0,796097.0,Unreliable
2005.0,2005.0,Mycoses,B35-B49,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Male,M,14.0,517407.0,Unreliable
2005.0,2005.0,Mycoses,B35-B49,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Female,F,11.0,347218.0,Unreliable
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,45-54 years,45-54,Male,M,24.0,1965412.0,1.2
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,55-64 years,55-64,Male,M,24.0,1380120.0,1.7
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Female,F,11.0,999264.0,Unreliable
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,65-74 years,65-74,Male,M,18.0,807424.0,Unreliable
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Female,F,14.0,796097.0,Unreliable
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,75-84 years,75-84,Male,M,20.0,517407.0,3.9
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Female,F,12.0,347218.0,Unreliable
2005.0,2005.0,Sequelae of infectious and parasitic diseases,B90-B94,"HHS Region #2  NJ, NY",HHS2,85+ years,85+,Male,M,11.0,147371.0,Unreliable
2005.0,2005.0,Malignant neoplasms,C00-C97,"HHS Region #2  NJ, NY",HHS2,1-4 years,4-Jan,Female,F,17.0,683475.0,Unreliable
2005.0,2005.0,Malignant neoplasms,C00-C97,"HHS Region #2  NJ, NY",HHS2,1-4 years,4-Jan,Male,M,15.0,714825.0,Unreliable
2005.0,2005.0,Malignant neoplasms,C00-C97,"HHS Region #2  NJ, NY",HHS2,5-14 years,14-May,Female,F,39.0,1802544.0,2.2
2005.0,2005.0,Malignant neoplasms,C00-C97,"HHS Region #2  NJ, NY",HHS2,5-14 years,14-May,Male,M,61.0,1887259.0,3.2
2005.0,2005.0,Malignant neoplasms,C00-C97,"HHS Region #2  NJ, NY",HHS2,15-24 years,15-24,Female,F,62.0,1846160.0,3.4
