Year,Year Code,HHS Region,HHS Region Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Neoplasms of uncertain or unknown behaviour,D37-D48,75-84 years,75-84,Male,M,453.0,962610.0,47.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Neoplasms of uncertain or unknown behaviour,D37-D48,85+ years,85+,Female,F,566.0,721602.0,78.4
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Neoplasms of uncertain or unknown behaviour,D37-D48,85+ years,85+,Male,M,438.0,354292.0,123.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Nutritional anaemias,D50-D53,85+ years,85+,Female,F,21.0,721602.0,2.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Nutritional anaemias,D50-D53,85+ years,85+,Male,M,11.0,354292.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Haemolytic anaemias,D55-D59,15-24 years,15-24,Male,M,10.0,3673642.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Haemolytic anaemias,D55-D59,25-34 years,25-34,Male,M,12.0,3389350.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Haemolytic anaemias,D55-D59,55-64 years,55-64,Female,F,11.0,3477434.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Haemolytic anaemias,D55-D59,85+ years,85+,Female,F,12.0,721602.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,55-64 years,55-64,Female,F,21.0,3477434.0,0.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,55-64 years,55-64,Male,M,24.0,3305975.0,0.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,65-74 years,65-74,Female,F,56.0,2205020.0,2.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,65-74 years,65-74,Male,M,54.0,1950156.0,2.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,75-84 years,75-84,Female,F,124.0,1310928.0,9.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,75-84 years,75-84,Male,M,80.0,962610.0,8.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,85+ years,85+,Female,F,269.0,721602.0,37.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Aplastic and other anaemias,D60-D64,85+ years,85+,Male,M,134.0,354292.0,37.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,35-44 years,35-44,Female,F,14.0,3250602.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,45-54 years,45-54,Female,F,21.0,3719706.0,0.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,45-54 years,45-54,Male,M,29.0,3643446.0,0.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,55-64 years,55-64,Female,F,33.0,3477434.0,0.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,55-64 years,55-64,Male,M,30.0,3305975.0,0.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,65-74 years,65-74,Female,F,52.0,2205020.0,2.4
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,65-74 years,65-74,Male,M,45.0,1950156.0,2.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,75-84 years,75-84,Female,F,67.0,1310928.0,5.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,75-84 years,75-84,Male,M,60.0,962610.0,6.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,85+ years,85+,Female,F,58.0,721602.0,8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,85+ years,85+,Male,M,38.0,354292.0,10.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,45-54 years,45-54,Female,F,11.0,3719706.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,55-64 years,55-64,Female,F,15.0,3477434.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,55-64 years,55-64,Male,M,22.0,3305975.0,0.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,65-74 years,65-74,Female,F,14.0,2205020.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,65-74 years,65-74,Male,M,20.0,1950156.0,1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,75-84 years,75-84,Female,F,13.0,1310928.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,75-84 years,75-84,Male,M,26.0,962610.0,2.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,85+ years,85+,Female,F,18.0,721602.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other diseases of blood and blood-forming organs,D70-D76,85+ years,85+,Male,M,11.0,354292.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,35-44 years,35-44,Male,M,10.0,3243359.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,45-54 years,45-54,Female,F,17.0,3719706.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,45-54 years,45-54,Male,M,28.0,3643446.0,0.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,55-64 years,55-64,Female,F,44.0,3477434.0,1.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,55-64 years,55-64,Male,M,24.0,3305975.0,0.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,65-74 years,65-74,Female,F,35.0,2205020.0,1.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,65-74 years,65-74,Male,M,36.0,1950156.0,1.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,75-84 years,75-84,Female,F,24.0,1310928.0,1.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,75-84 years,75-84,Male,M,22.0,962610.0,2.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Certain disorders involving the immune mechanism,D80-D89,85+ years,85+,Female,F,14.0,721602.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,45-54 years,45-54,Female,F,10.0,3719706.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,55-64 years,55-64,Female,F,11.0,3477434.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,65-74 years,65-74,Female,F,23.0,2205020.0,1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,65-74 years,65-74,Male,M,11.0,1950156.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,75-84 years,75-84,Female,F,44.0,1310928.0,3.4
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,75-84 years,75-84,Male,M,17.0,962610.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,85+ years,85+,Female,F,173.0,721602.0,24
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of thyroid gland,E00-E07,85+ years,85+,Male,M,24.0,354292.0,6.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,15-24 years,15-24,Female,F,10.0,3534927.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,15-24 years,15-24,Male,M,18.0,3673642.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,25-34 years,25-34,Female,F,51.0,3351071.0,1.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,25-34 years,25-34,Male,M,69.0,3389350.0,2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,35-44 years,35-44,Female,F,127.0,3250602.0,3.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,35-44 years,35-44,Male,M,183.0,3243359.0,5.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,45-54 years,45-54,Female,F,393.0,3719706.0,10.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,45-54 years,45-54,Male,M,601.0,3643446.0,16.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,55-64 years,55-64,Female,F,907.0,3477434.0,26.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,55-64 years,55-64,Male,M,1358.0,3305975.0,41.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,65-74 years,65-74,Female,F,1285.0,2205020.0,58.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,65-74 years,65-74,Male,M,1691.0,1950156.0,86.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,75-84 years,75-84,Female,F,1793.0,1310928.0,136.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,75-84 years,75-84,Male,M,1840.0,962610.0,191.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,85+ years,85+,Female,F,1984.0,721602.0,274.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Diabetes mellitus,E10-E14,85+ years,85+,Male,M,1258.0,354292.0,355.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other disorders of glucose regulation and pancreatic internal secretion,E15-E16,65-74 years,65-74,Female,F,15.0,2205020.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of other endocrine glands,E20-E34,65-74 years,65-74,Female,F,14.0,2205020.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of other endocrine glands,E20-E34,75-84 years,75-84,Female,F,13.0,1310928.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of other endocrine glands,E20-E34,75-84 years,75-84,Male,M,16.0,962610.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of other endocrine glands,E20-E34,85+ years,85+,Female,F,28.0,721602.0,3.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Disorders of other endocrine glands,E20-E34,85+ years,85+,Male,M,10.0,354292.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,45-54 years,45-54,Male,M,13.0,3643446.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,55-64 years,55-64,Female,F,30.0,3477434.0,0.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,55-64 years,55-64,Male,M,21.0,3305975.0,0.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,65-74 years,65-74,Female,F,41.0,2205020.0,1.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,65-74 years,65-74,Male,M,31.0,1950156.0,1.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,75-84 years,75-84,Female,F,93.0,1310928.0,7.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,75-84 years,75-84,Male,M,58.0,962610.0,6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,85+ years,85+,Female,F,201.0,721602.0,27.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Malnutrition,E40-E46,85+ years,85+,Male,M,83.0,354292.0,23.4
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Other nutritional deficiencies,E50-E64,85+ years,85+,Female,F,12.0,721602.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,25-34 years,25-34,Female,F,23.0,3351071.0,0.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,25-34 years,25-34,Male,M,27.0,3389350.0,0.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,35-44 years,35-44,Female,F,43.0,3250602.0,1.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,35-44 years,35-44,Male,M,82.0,3243359.0,2.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,45-54 years,45-54,Female,F,108.0,3719706.0,2.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,45-54 years,45-54,Male,M,158.0,3643446.0,4.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,Female,F,146.0,3477434.0,4.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,Male,M,159.0,3305975.0,4.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,65-74 years,65-74,Female,F,110.0,2205020.0,5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,65-74 years,65-74,Male,M,116.0,1950156.0,5.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,75-84 years,75-84,Female,F,77.0,1310928.0,5.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,75-84 years,75-84,Male,M,40.0,962610.0,4.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Obesity and other hyperalimentation,E65-E68,85+ years,85+,Female,F,22.0,721602.0,3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,< 1 year,1,Male,M,21.0,319883.0,6.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,1-4 years,4-Jan,Male,M,10.0,1304540.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,5-14 years,14-May,Female,F,12.0,3333219.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,5-14 years,14-May,Male,M,17.0,3479900.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,15-24 years,15-24,Female,F,25.0,3534927.0,0.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,15-24 years,15-24,Male,M,14.0,3673642.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,25-34 years,25-34,Female,F,14.0,3351071.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,25-34 years,25-34,Male,M,34.0,3389350.0,1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,35-44 years,35-44,Female,F,31.0,3250602.0,1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,35-44 years,35-44,Male,M,39.0,3243359.0,1.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,45-54 years,45-54,Female,F,74.0,3719706.0,2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,45-54 years,45-54,Male,M,127.0,3643446.0,3.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,55-64 years,55-64,Female,F,174.0,3477434.0,5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,55-64 years,55-64,Male,M,286.0,3305975.0,8.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,65-74 years,65-74,Female,F,222.0,2205020.0,10.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,65-74 years,65-74,Male,M,432.0,1950156.0,22.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,75-84 years,75-84,Female,F,501.0,1310928.0,38.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,75-84 years,75-84,Male,M,444.0,962610.0,46.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,85+ years,85+,Female,F,849.0,721602.0,117.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Metabolic disorders,E70-E88,85+ years,85+,Male,M,449.0,354292.0,126.7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,45-54 years,45-54,Female,F,28.0,3719706.0,0.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,45-54 years,45-54,Male,M,15.0,3643446.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,Female,F,141.0,3477434.0,4.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,Male,M,134.0,3305975.0,4.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,Female,F,679.0,2205020.0,30.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,Male,M,678.0,1950156.0,34.8
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,Female,F,3921.0,1310928.0,299.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,Male,M,2647.0,962610.0,275
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,Female,F,14109.0,721602.0,1955.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,Male,M,5192.0,354292.0,1465.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,15-24 years,15-24,Female,F,10.0,3534927.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,15-24 years,15-24,Male,M,32.0,3673642.0,0.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,Female,F,46.0,3351071.0,1.4
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,Male,M,78.0,3389350.0,2.3
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,Female,F,53.0,3250602.0,1.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,Male,M,146.0,3243359.0,4.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,Female,F,129.0,3719706.0,3.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,Male,M,328.0,3643446.0,9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,Female,F,119.0,3477434.0,3.4
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,Male,M,366.0,3305975.0,11.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,Female,F,41.0,2205020.0,1.9
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,Male,M,187.0,1950156.0,9.6
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,75-84 years,75-84,Female,F,27.0,1310928.0,2.1
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,75-84 years,75-84,Male,M,67.0,962610.0,7
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,85+ years,85+,Female,F,10.0,721602.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,Mental and behavioural disorders due to psychoactive substance use,F10-F19,85+ years,85+,Male,M,22.0,354292.0,6.2
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Schizophrenia, schizotypal and delusional disorders",F20-F29,55-64 years,55-64,Male,M,13.0,3305975.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Schizophrenia, schizotypal and delusional disorders",F20-F29,65-74 years,65-74,Female,F,17.0,2205020.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Schizophrenia, schizotypal and delusional disorders",F20-F29,65-74 years,65-74,Male,M,13.0,1950156.0,Unreliable
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Schizophrenia, schizotypal and delusional disorders",F20-F29,75-84 years,75-84,Female,F,20.0,1310928.0,1.5
2013.0,2013.0,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,"Schizophrenia, schizotypal and delusional disorders",F20-F29,75-84 years,75-84,Male,M,15.0,962610.0,Unreliable
