Notes,Year,Year Code,ICD Sub-Chapter,ICD Sub-Chapter Code,HHS Region,HHS Region Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,2005,2005,Obesity and other hyperalimentation,E65-E68,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,94,2720756,3.5
,2005,2005,Obesity and other hyperalimentation,E65-E68,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,106,2566317,4.1
,2005,2005,Obesity and other hyperalimentation,E65-E68,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,75,1747447,4.3
,2005,2005,Obesity and other hyperalimentation,E65-E68,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,54,1478507,3.7
,2005,2005,Obesity and other hyperalimentation,E65-E68,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,48,1390276,3.5
,2005,2005,Obesity and other hyperalimentation,E65-E68,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,21,937170,2.2
,2005,2005,Obesity and other hyperalimentation,E65-E68,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,17,610384,Unreliable
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,< 1 year,1,Female,F,10,323789,Unreliable
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,< 1 year,1,Male,M,11,340107,Unreliable
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,1-4 years,4-Jan,Male,M,15,1382526,Unreliable
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,5-14 years,14-May,Female,F,15,3475550,Unreliable
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,5-14 years,14-May,Male,M,20,3644654,0.5
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Female,F,24,3580772,0.7
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Male,M,19,3738950,Unreliable
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Female,F,23,3264815,0.7
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Male,M,15,3300700,Unreliable
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Female,F,21,3733587,0.6
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,34,3713805,0.9
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,49,3813005,1.3
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,133,3726978,3.6
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,104,2720756,3.8
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,201,2566317,7.8
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,214,1747447,12.2
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,284,1478507,19.2
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,532,1390276,38.3
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,437,937170,46.6
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,770,610384,126.2
,2005,2005,Metabolic disorders,E70-E88,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,316,256084,123.4
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,14,3726978,Unreliable
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,50,2720756,1.8
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,44,2566317,1.7
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,261,1747447,14.9
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,241,1478507,16.3
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,1996,1390276,143.6
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,1298,937170,138.5
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,5995,610384,982.2
,2005,2005,"Organic, including symptomatic, mental disorders",F01-F09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,1851,256084,722.8
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Female,F,19,3580772,Unreliable
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Male,M,58,3738950,1.6
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Female,F,30,3264815,0.9
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Male,M,116,3300700,3.5
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Female,F,103,3733587,2.8
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,260,3713805,7
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,177,3813005,4.6
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,465,3726978,12.5
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,76,2720756,2.8
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,280,2566317,10.9
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,51,1747447,2.9
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,104,1478507,7
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,26,1390276,1.9
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,59,937170,6.3
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,23,610384,3.8
,2005,2005,Mental and behavioural disorders due to psychoactive substance use,F10-F19,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,25,256084,9.8
,2005,2005,"Schizophrenia, schizotypal and delusional disorders",F20-F29,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,16,1747447,Unreliable
,2005,2005,"Schizophrenia, schizotypal and delusional disorders",F20-F29,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,26,1390276,1.9
,2005,2005,"Schizophrenia, schizotypal and delusional disorders",F20-F29,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,15,937170,Unreliable
,2005,2005,"Schizophrenia, schizotypal and delusional disorders",F20-F29,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,24,610384,3.9
,2005,2005,Mood [affective] disorders,F30-F39,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,36,1390276,2.6
,2005,2005,Mood [affective] disorders,F30-F39,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,23,937170,2.5
,2005,2005,Mood [affective] disorders,F30-F39,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,69,610384,11.3
,2005,2005,Mood [affective] disorders,F30-F39,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,25,256084,9.8
,2005,2005,"Neurotic, stress-related and somatoform disorders",F40-F48,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,19,610384,Unreliable
,2005,2005,"Neurotic, stress-related and somatoform disorders",F40-F48,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,10,256084,Unreliable
,2005,2005,Mental retardation,F70-F79,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,12,3713805,Unreliable
,2005,2005,Mental retardation,F70-F79,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,13,3813005,Unreliable
,2005,2005,Mental retardation,F70-F79,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,13,3726978,Unreliable
,2005,2005,Mental retardation,F70-F79,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,11,2720756,Unreliable
,2005,2005,Mental retardation,F70-F79,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,15,2566317,Unreliable
,2005,2005,Mental retardation,F70-F79,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,11,1747447,Unreliable
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,20,3813005,0.5
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,22,3726978,0.6
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,11,2720756,Unreliable
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,19,2566317,Unreliable
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,19,1747447,Unreliable
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,16,1390276,Unreliable
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,20,937170,2.1
,2005,2005,Inflammatory diseases of the central nervous system,G00-G09,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,13,610384,Unreliable
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,< 1 year,1,Male,M,14,340107,Unreliable
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Female,F,22,3733587,0.6
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,50,3713805,1.3
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,69,3813005,1.8
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,103,3726978,2.8
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,137,2720756,5
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,158,2566317,6.2
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,172,1747447,9.8
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,177,1478507,12
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,190,1390276,13.7
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,185,937170,19.7
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,58,610384,9.5
,2005,2005,Systemic atrophies primarily affecting the central nervous system,G10-G14,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,36,256084,14.1
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,15,3726978,Unreliable
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,31,2720756,1.1
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,61,2566317,2.4
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,173,1747447,9.9
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,314,1478507,21.2
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,725,1390276,52.1
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,1111,937170,118.5
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,774,610384,126.8
,2005,2005,Extrapyramidal and movement disorders,G20-G25,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,716,256084,279.6
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,10,3813005,Unreliable
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,10,3726978,Unreliable
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,69,2720756,2.5
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,76,2566317,3
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,413,1747447,23.6
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,309,1478507,20.9
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,2693,1390276,193.7
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,1564,937170,166.9
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,6376,610384,1044.6
,2005,2005,Other degenerative diseases of the nervous system,G30-G31,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,1860,256084,726.3
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Female,F,45,3733587,1.2
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,18,3713805,Unreliable
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,118,3813005,3.1
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,64,3726978,1.7
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,172,2720756,6.3
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,75,2566317,2.9
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,121,1747447,6.9
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,53,1478507,3.6
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,97,1390276,7
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,33,937170,3.5
,2005,2005,Demyelinating diseases of the central nervous system,G35-G37,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,23,610384,3.8
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Female,F,12,3580772,Unreliable
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Male,M,21,3738950,0.6
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Female,F,18,3264815,Unreliable
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Male,M,29,3300700,0.9
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Female,F,26,3733587,0.7
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,47,3713805,1.3
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,35,3813005,0.9
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,47,3726978,1.3
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,28,2720756,1
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,40,2566317,1.6
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,33,1747447,1.9
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,28,1478507,1.9
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,42,1390276,3
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,29,937170,3.1
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,45,610384,7.4
,2005,2005,Episodic and paroxysmal disorders,G40-G47,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,18,256084,Unreliable
,2005,2005,Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,10,2566317,Unreliable
,2005,2005,Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,26,1390276,1.9
,2005,2005,Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,13,937170,Unreliable
,2005,2005,Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,10,610384,Unreliable
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Male,M,40,3738950,1.1
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Male,M,21,3300700,0.6
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,15,3713805,Unreliable
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Female,F,16,3813005,Unreliable
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,45-54 years,45-54,Male,M,33,3726978,0.9
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Female,F,26,2720756,1
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,55-64 years,55-64,Male,M,27,2566317,1.1
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Female,F,24,1747447,1.4
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,65-74 years,65-74,Male,M,29,1478507,2
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Female,F,50,1390276,3.6
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,75-84 years,75-84,Male,M,43,937170,4.6
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Female,F,31,610384,5.1
,2005,2005,Diseases of myoneural junction and muscle,G70-G72,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,85+ years,85+,Male,M,21,256084,8.2
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,5-14 years,14-May,Female,F,25,3475550,0.7
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,5-14 years,14-May,Male,M,21,3644654,0.6
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Female,F,18,3580772,Unreliable
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,15-24 years,15-24,Male,M,30,3738950,0.8
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Female,F,14,3264815,Unreliable
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,25-34 years,25-34,Male,M,21,3300700,0.6
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Female,F,19,3733587,Unreliable
,2005,2005,Cerebral palsy and other paralytic syndromes,G80-G83,"HHS Region #5  IL, IN, MI, MN, OH, WI",HHS5,35-44 years,35-44,Male,M,27,3713805,0.7
