"Notes"	"Year"	"Year Code"	"HHS Region"	"HHS Region Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"45-54 years"	"45-54"	"Female"	"F"	19	2634443	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"45-54 years"	"45-54"	"Male"	"M"	40	2579583	1.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"55-64 years"	"55-64"	"Female"	"F"	62	2551355	2.4
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"55-64 years"	"55-64"	"Male"	"M"	82	2387442	3.4
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"65-74 years"	"65-74"	"Female"	"F"	127	1788067	7.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"65-74 years"	"65-74"	"Male"	"M"	195	1569624	12.4
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"75-84 years"	"75-84"	"Female"	"F"	201	915771	21.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"75-84 years"	"75-84"	"Male"	"M"	243	706642	34.4
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"85+ years"	"85+"	"Female"	"F"	227	414790	54.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"85+ years"	"85+"	"Male"	"M"	192	229769	83.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Nutritional anaemias"	"D50-D53"	"75-84 years"	"75-84"	"Male"	"M"	10	706642	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Nutritional anaemias"	"D50-D53"	"85+ years"	"85+"	"Male"	"M"	13	229769	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Haemolytic anaemias"	"D55-D59"	"25-34 years"	"25-34"	"Female"	"F"	14	2986744	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Haemolytic anaemias"	"D55-D59"	"25-34 years"	"25-34"	"Male"	"M"	12	3077975	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Haemolytic anaemias"	"D55-D59"	"35-44 years"	"35-44"	"Male"	"M"	12	2738449	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Haemolytic anaemias"	"D55-D59"	"55-64 years"	"55-64"	"Female"	"F"	10	2551355	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"45-54 years"	"45-54"	"Male"	"M"	13	2579583	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"55-64 years"	"55-64"	"Female"	"F"	42	2551355	1.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"55-64 years"	"55-64"	"Male"	"M"	20	2387442	0.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"65-74 years"	"65-74"	"Female"	"F"	56	1788067	3.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"65-74 years"	"65-74"	"Male"	"M"	50	1569624	3.2
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"75-84 years"	"75-84"	"Female"	"F"	81	915771	8.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"75-84 years"	"75-84"	"Male"	"M"	66	706642	9.3
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"85+ years"	"85+"	"Female"	"F"	98	414790	23.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aplastic and other anaemias"	"D60-D64"	"85+ years"	"85+"	"Male"	"M"	70	229769	30.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"35-44 years"	"35-44"	"Female"	"F"	19	2740187	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"35-44 years"	"35-44"	"Male"	"M"	14	2738449	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"45-54 years"	"45-54"	"Female"	"F"	11	2634443	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"45-54 years"	"45-54"	"Male"	"M"	15	2579583	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"55-64 years"	"55-64"	"Female"	"F"	38	2551355	1.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"55-64 years"	"55-64"	"Male"	"M"	38	2387442	1.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"65-74 years"	"65-74"	"Female"	"F"	50	1788067	2.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"65-74 years"	"65-74"	"Male"	"M"	41	1569624	2.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"75-84 years"	"75-84"	"Female"	"F"	46	915771	5.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"75-84 years"	"75-84"	"Male"	"M"	40	706642	5.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"85+ years"	"85+"	"Female"	"F"	29	414790	7.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"85+ years"	"85+"	"Male"	"M"	19	229769	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other diseases of blood and blood-forming organs"	"D70-D76"	"45-54 years"	"45-54"	"Female"	"F"	10	2634443	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other diseases of blood and blood-forming organs"	"D70-D76"	"55-64 years"	"55-64"	"Female"	"F"	12	2551355	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other diseases of blood and blood-forming organs"	"D70-D76"	"55-64 years"	"55-64"	"Male"	"M"	13	2387442	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other diseases of blood and blood-forming organs"	"D70-D76"	"65-74 years"	"65-74"	"Female"	"F"	12	1788067	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other diseases of blood and blood-forming organs"	"D70-D76"	"65-74 years"	"65-74"	"Male"	"M"	20	1569624	1.3
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other diseases of blood and blood-forming organs"	"D70-D76"	"75-84 years"	"75-84"	"Female"	"F"	12	915771	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other diseases of blood and blood-forming organs"	"D70-D76"	"75-84 years"	"75-84"	"Male"	"M"	17	706642	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"35-44 years"	"35-44"	"Female"	"F"	10	2740187	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"45-54 years"	"45-54"	"Female"	"F"	13	2634443	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"45-54 years"	"45-54"	"Male"	"M"	12	2579583	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"55-64 years"	"55-64"	"Female"	"F"	16	2551355	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"55-64 years"	"55-64"	"Male"	"M"	17	2387442	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"65-74 years"	"65-74"	"Female"	"F"	22	1788067	1.2
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"65-74 years"	"65-74"	"Male"	"M"	18	1569624	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"75-84 years"	"75-84"	"Female"	"F"	13	915771	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Certain disorders involving the immune mechanism"	"D80-D89"	"75-84 years"	"75-84"	"Male"	"M"	10	706642	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"45-54 years"	"45-54"	"Female"	"F"	10	2634443	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"55-64 years"	"55-64"	"Female"	"F"	10	2551355	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"55-64 years"	"55-64"	"Male"	"M"	10	2387442	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"65-74 years"	"65-74"	"Female"	"F"	26	1788067	1.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"65-74 years"	"65-74"	"Male"	"M"	13	1569624	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"75-84 years"	"75-84"	"Female"	"F"	42	915771	4.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"85+ years"	"85+"	"Female"	"F"	91	414790	21.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of thyroid gland"	"E00-E07"	"85+ years"	"85+"	"Male"	"M"	19	229769	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"15-24 years"	"15-24"	"Female"	"F"	14	2836514	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"15-24 years"	"15-24"	"Male"	"M"	15	3001729	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"25-34 years"	"25-34"	"Female"	"F"	53	2986744	1.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"25-34 years"	"25-34"	"Male"	"M"	58	3077975	1.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"35-44 years"	"35-44"	"Female"	"F"	135	2740187	4.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"35-44 years"	"35-44"	"Male"	"M"	195	2738449	7.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"45-54 years"	"45-54"	"Female"	"F"	376	2634443	14.3
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"45-54 years"	"45-54"	"Male"	"M"	556	2579583	21.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"55-64 years"	"55-64"	"Female"	"F"	762	2551355	29.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"55-64 years"	"55-64"	"Male"	"M"	1212	2387442	50.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"65-74 years"	"65-74"	"Female"	"F"	1165	1788067	65.2
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"65-74 years"	"65-74"	"Male"	"M"	1632	1569624	104.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"75-84 years"	"75-84"	"Female"	"F"	1168	915771	127.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"75-84 years"	"75-84"	"Male"	"M"	1312	706642	185.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"85+ years"	"85+"	"Female"	"F"	986	414790	237.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Diabetes mellitus"	"E10-E14"	"85+ years"	"85+"	"Male"	"M"	711	229769	309.4
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	"75-84 years"	"75-84"	"Female"	"F"	10	915771	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	"75-84 years"	"75-84"	"Male"	"M"	10	706642	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of other endocrine glands"	"E20-E34"	"65-74 years"	"65-74"	"Female"	"F"	16	1788067	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of other endocrine glands"	"E20-E34"	"75-84 years"	"75-84"	"Female"	"F"	12	915771	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of other endocrine glands"	"E20-E34"	"85+ years"	"85+"	"Female"	"F"	13	414790	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Disorders of other endocrine glands"	"E20-E34"	"85+ years"	"85+"	"Male"	"M"	10	229769	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"45-54 years"	"45-54"	"Male"	"M"	13	2579583	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"55-64 years"	"55-64"	"Female"	"F"	41	2551355	1.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"55-64 years"	"55-64"	"Male"	"M"	41	2387442	1.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"65-74 years"	"65-74"	"Female"	"F"	82	1788067	4.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"65-74 years"	"65-74"	"Male"	"M"	78	1569624	5.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"75-84 years"	"75-84"	"Female"	"F"	175	915771	19.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"75-84 years"	"75-84"	"Male"	"M"	124	706642	17.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"85+ years"	"85+"	"Female"	"F"	438	414790	105.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Malnutrition"	"E40-E46"	"85+ years"	"85+"	"Male"	"M"	204	229769	88.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"25-34 years"	"25-34"	"Female"	"F"	24	2986744	0.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"25-34 years"	"25-34"	"Male"	"M"	40	3077975	1.3
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"35-44 years"	"35-44"	"Female"	"F"	43	2740187	1.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"35-44 years"	"35-44"	"Male"	"M"	77	2738449	2.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"45-54 years"	"45-54"	"Female"	"F"	73	2634443	2.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"45-54 years"	"45-54"	"Male"	"M"	101	2579583	3.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"55-64 years"	"55-64"	"Female"	"F"	114	2551355	4.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"55-64 years"	"55-64"	"Male"	"M"	121	2387442	5.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"65-74 years"	"65-74"	"Female"	"F"	83	1788067	4.6
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"65-74 years"	"65-74"	"Male"	"M"	62	1569624	3.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"75-84 years"	"75-84"	"Female"	"F"	38	915771	4.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"75-84 years"	"75-84"	"Male"	"M"	26	706642	3.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Obesity and other hyperalimentation"	"E65-E68"	"85+ years"	"85+"	"Female"	"F"	18	414790	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"< 1 year"	"1"	"Female"	"F"	15	283706	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"1-4 years"	"1-4"	"Male"	"M"	10	1199472	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"5-14 years"	"5-14"	"Female"	"F"	13	2904766	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"15-24 years"	"15-24"	"Female"	"F"	11	2836514	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"15-24 years"	"15-24"	"Male"	"M"	11	3001729	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"25-34 years"	"25-34"	"Female"	"F"	20	2986744	0.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"25-34 years"	"25-34"	"Male"	"M"	30	3077975	1.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"35-44 years"	"35-44"	"Female"	"F"	27	2740187	1.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"35-44 years"	"35-44"	"Male"	"M"	28	2738449	1.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"45-54 years"	"45-54"	"Female"	"F"	49	2634443	1.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"45-54 years"	"45-54"	"Male"	"M"	81	2579583	3.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"55-64 years"	"55-64"	"Female"	"F"	152	2551355	6.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"55-64 years"	"55-64"	"Male"	"M"	218	2387442	9.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"65-74 years"	"65-74"	"Female"	"F"	248	1788067	13.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"65-74 years"	"65-74"	"Male"	"M"	336	1569624	21.4
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"75-84 years"	"75-84"	"Female"	"F"	371	915771	40.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"75-84 years"	"75-84"	"Male"	"M"	375	706642	53.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"85+ years"	"85+"	"Female"	"F"	559	414790	134.8
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Metabolic disorders"	"E70-E88"	"85+ years"	"85+"	"Male"	"M"	352	229769	153.2
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"45-54 years"	"45-54"	"Male"	"M"	18	2579583	Unreliable
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"55-64 years"	"55-64"	"Female"	"F"	69	2551355	2.7
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"55-64 years"	"55-64"	"Male"	"M"	70	2387442	2.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"65-74 years"	"65-74"	"Female"	"F"	403	1788067	22.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"65-74 years"	"65-74"	"Male"	"M"	365	1569624	23.3
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"75-84 years"	"75-84"	"Female"	"F"	1528	915771	166.9
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"75-84 years"	"75-84"	"Male"	"M"	1127	706642	159.5
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"85+ years"	"85+"	"Female"	"F"	4472	414790	1078.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Organic, including symptomatic, mental disorders"	"F01-F09"	"85+ years"	"85+"	"Male"	"M"	1889	229769	822.1
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"25-34 years"	"25-34"	"Female"	"F"	39	2986744	1.3
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"25-34 years"	"25-34"	"Male"	"M"	61	3077975	2.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"35-44 years"	"35-44"	"Female"	"F"	55	2740187	2.0
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"35-44 years"	"35-44"	"Male"	"M"	115	2738449	4.2
	"2017"	"2017"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"45-54 years"	"45-54"	"Female"	"F"	88	2634443	3.3
